5135	ACM Annual Conference (1)	ACM Annual Conference (1)	\N	\N
5136	ACM Annual Conference (2)	ACM Annual Conference (2)	\N	\N
5137	IPMU (2)	IPMU (2)	\N	\N
5138	IPMU (1)	IPMU (1)	\N	\N
5139	IPMU	IPMU	\N	\N
5140	IPMU (3)	IPMU (3)	\N	\N
5141	IPMU (4)	IPMU (4)	\N	\N
5142	IQIS	IQIS	\N	\N
5143	QDB/MUD	QDB/MUD	\N	\N
5144	QDB	QDB	\N	\N
5145	Formal Methods in Programming and Their Applications	Formal Methods in Programming and Their Applications	\N	\N
5146	Ershov Memorial Conference	Ershov Memorial Conference	\N	\N
5147	Logic at Botik	Logic at Botik	\N	\N
5148	Methods of Algorithmic Language Implementation	Methods of Algorithmic Language Implementation	\N	\N
5149	Algorithms in Modern Mathematics and Computer Science	Algorithms in Modern Mathematics and Computer Science	\N	\N
5150	International Sympoisum on Theoretical Programming	International Sympoisum on Theoretical Programming	\N	\N
5151	APMS	APMS	\N	\N
5152	APMS (1)	APMS (1)	\N	\N
5153	One-Of-A-Kind Production	One-Of-A-Kind Production	\N	\N
5154	Games in Production Management	Games in Production Management	\N	\N
5155	APMS (2)	APMS (2)	\N	\N
5156	Production Management Methods	Production Management Methods	\N	\N
5157	Integration in Production Management Systems	Integration in Production Management Systems	\N	\N
5158	Strategic Management of the Manufacturing Value Chain	Strategic Management of the Manufacturing Value Chain	\N	\N
5159	ISAGA	ISAGA	\N	\N
5160	Games in Operations Management	Games in Operations Management	\N	\N
5161	Computer-Aided Production Management	Computer-Aided Production Management	\N	\N
5162	Knowledge-Based Reactive Scheduling	Knowledge-Based Reactive Scheduling	\N	\N
5163	Organizing the Extended Enterprise	Organizing the Extended Enterprise	\N	\N
5164	ICEE	ICEE	\N	\N
5165	IAAI	IAAI	\N	\N
5166	ICAART (1)	ICAART (1)	\N	\N
5167	ICAART	ICAART	\N	\N
5168	ICAART (2)	ICAART (2)	\N	\N
5169	EUSPN/ICTH	EUSPN/ICTH	\N	\N
5170	PSLS	PSLS	\N	\N
5171	VLUDS	VLUDS	\N	\N
5172	ICAS	ICAS	\N	\N
5173	ICAS/ICNS	ICAS/ICNS	\N	\N
5174	XSEDE	XSEDE	\N	\N
5175	Workshop on Agent Communication Languages	Workshop on Agent Communication Languages	\N	\N
5176	Issues in Agent Communication	Issues in Agent Communication	\N	\N
5177	ISARCS	ISARCS	\N	\N
5178	EWLR	EWLR	\N	\N
5179	AAAI Fall Symposium: Naturally-Inspired Artificial Intelligence	AAAI Fall Symposium: Naturally-Inspired Artificial Intelligence	\N	\N
5180	AAAI Fall Symposium: Manifold Learning and Its Applications	AAAI Fall Symposium: Manifold Learning and Its Applications	\N	\N
5181	AAAI Fall Symposium: Building Representations of Common Ground with Intelligent Agents	AAAI Fall Symposium: Building Representations of Common Ground with Intelligent Agents	\N	\N
5182	AAAI Fall Symposium: Robots Learning Interactively from Human Teachers	AAAI Fall Symposium: Robots Learning Interactively from Human Teachers	\N	\N
5183	AAAI Fall Symposium: Biologically Inspired Cognitive Architectures	AAAI Fall Symposium: Biologically Inspired Cognitive Architectures	\N	\N
5184	AAAI Fall Symposium: Complex Adaptive Systems	AAAI Fall Symposium: Complex Adaptive Systems	\N	\N
5185	AAAI Fall Symposium: Machine Aggregation of Human Judgment	AAAI Fall Symposium: Machine Aggregation of Human Judgment	\N	\N
5186	AAAI Fall Symposium: Question Generation	AAAI Fall Symposium: Question Generation	\N	\N
5187	AAAI Fall Symposium: Artificial Intelligence of Humor	AAAI Fall Symposium: Artificial Intelligence of Humor	\N	\N
5188	AAAI Fall Symposium: AI in Eldercare: New Solutions to Old Problems	AAAI Fall Symposium: AI in Eldercare: New Solutions to Old Problems	\N	\N
5189	AAAI Fall Symposium: Quantum Informatics for Cognitive, Social, and Semantic Processes	AAAI Fall Symposium: Quantum Informatics for Cognitive, Social, and Semantic Processes	\N	\N
5190	AAAI Fall Symposium: Commonsense Knowledge	AAAI Fall Symposium: Commonsense Knowledge	\N	\N
5191	AAAI Fall Symposium: Discovery Informatics	AAAI Fall Symposium: Discovery Informatics	\N	\N
5192	AAAI Fall Symposium: The Uses of Computational Argumentation	AAAI Fall Symposium: The Uses of Computational Argumentation	\N	\N
5193	AAAI Fall Symposium: Advances in Cognitive Systems	AAAI Fall Symposium: Advances in Cognitive Systems	\N	\N
5194	AAAI Fall Symposium: Cognitive and Metacognitive Educational Systems	AAAI Fall Symposium: Cognitive and Metacognitive Educational Systems	\N	\N
5195	AAAI Fall Symposium: Adaptive Agents in Cultural Contexts	AAAI Fall Symposium: Adaptive Agents in Cultural Contexts	\N	\N
5196	AAAI Fall Symposium: Proactive Assistant Agents	AAAI Fall Symposium: Proactive Assistant Agents	\N	\N
5197	AAAI Fall Symposium: Multimedia Information Extraction	AAAI Fall Symposium: Multimedia Information Extraction	\N	\N
5198	AAAI Fall Symposium: Automated Scientific Discovery	AAAI Fall Symposium: Automated Scientific Discovery	\N	\N
5199	AAAI Fall Symposium: Dialog with Robots	AAAI Fall Symposium: Dialog with Robots	\N	\N
5200	AAAI Fall Symposium: Artificial Intelligence for Gerontechnology	AAAI Fall Symposium: Artificial Intelligence for Gerontechnology	\N	\N
5201	AAAI Fall Symposium: Information Retrieval and Knowledge Discovery in Biomedical Text	AAAI Fall Symposium: Information Retrieval and Knowledge Discovery in Biomedical Text	\N	\N
5202	AAAI Fall Symposium: Complex Adaptive Systems and the Threshold Effect	AAAI Fall Symposium: Complex Adaptive Systems and the Threshold Effect	\N	\N
5203	AAAI Fall Symposium: Virtual Healthcare Interaction	AAAI Fall Symposium: Virtual Healthcare Interaction	\N	\N
5204	AAAI Fall Symposium: Computational Models of Narrative	AAAI Fall Symposium: Computational Models of Narrative	\N	\N
5205	AAAI Fall Symposium: Human Control of Bioinspired Swarms	AAAI Fall Symposium: Human Control of Bioinspired Swarms	\N	\N
5206	AAAI Fall Symposium: Multi-Representational Architectures for Human-Level Intelligence	AAAI Fall Symposium: Multi-Representational Architectures for Human-Level Intelligence	\N	\N
5207	AAAI Fall Symposium: Robot-Human Teamwork in Dynamic Adverse Environment	AAAI Fall Symposium: Robot-Human Teamwork in Dynamic Adverse Environment	\N	\N
5208	AAAI Fall Symposium: Social Networks and Social Contagion	AAAI Fall Symposium: Social Networks and Social Contagion	\N	\N
5209	DTIS	DTIS	\N	\N
5210	DOA	DOA	\N	\N
5211	3DIM	3DIM	\N	\N
5212	3DIMPVT	3DIMPVT	\N	\N
5213	3DV	3DV	\N	\N
5214	ISVC	ISVC	\N	\N
5215	ISVC (1)	ISVC (1)	\N	\N
5216	ISVC (2)	ISVC (2)	\N	\N
5217	ISVC (3)	ISVC (3)	\N	\N
5218	DELOS Workshop: Information Seeking, Searching and Querying in Digital Libraries	DELOS Workshop: Information Seeking, Searching and Querying in Digital Libraries	\N	\N
5219	DELOS Workshop: Digital Library Architectures	DELOS Workshop: Digital Library Architectures	\N	\N
5220	DELOS Conference	DELOS Conference	\N	\N
5221	DELOS Workshop: Personalisation and Recommender Systems in Digital Libraries	DELOS Workshop: Personalisation and Recommender Systems in Digital Libraries	\N	\N
5222	DELOS Workshop: Digital Library Architectures - LNCS Volume	DELOS Workshop: Digital Library Architectures - LNCS Volume	\N	\N
5223	NBiS	NBiS	\N	\N
5224	FAW	FAW	\N	\N
5225	CPM	CPM	\N	\N
5226	Panhellenic Conference on Informatics	Panhellenic Conference on Informatics	\N	\N
5227	IHM	IHM	\N	\N
5228	ICSOB	ICSOB	\N	\N
5229	IWSECO@ICSOB	IWSECO@ICSOB	\N	\N
5230	IW-LCSP@ICSOB	IW-LCSP@ICSOB	\N	\N
5231	MMS	MMS	\N	\N
5232	Wide Area Networks and High Performance Computing	Wide Area Networks and High Performance Computing	\N	\N
5233	AMEC	AMEC	\N	\N
5234	SUM	SUM	\N	\N
5235	GRID	GRID	\N	\N
5236	SPICE	SPICE	\N	\N
5237	WINE	WINE	\N	\N
5238	WAIFI	WAIFI	\N	\N
5239	USENIX Security Symposium	USENIX Security Symposium	\N	\N
5240	HotSec	HotSec	\N	\N
5241	WOOT	WOOT	\N	\N
5242	CSET	CSET	\N	\N
5243	EVT	EVT	\N	\N
5244	TAROS	TAROS	\N	\N
5245	CDVE	CDVE	\N	\N
5246	SOFTVIS	SOFTVIS	\N	\N
5247	APNOMS	APNOMS	\N	\N
5248	IBM Symposium: Database Systems of the 90s	IBM Symposium: Database Systems of the 90s	\N	\N
5249	Data Base Techniques for Pictorial Applications	Data Base Techniques for Pictorial Applications	\N	\N
5250	Networking in Open Systems	Networking in Open Systems	\N	\N
5251	Programming Methodology	Programming Methodology	\N	\N
5252	Operating Systems Engineering	Operating Systems Engineering	\N	\N
5253	IBM Symposium: Interactive Systems	IBM Symposium: Interactive Systems	\N	\N
5254	Enduser Systems and Their Human Factors	Enduser Systems and Their Human Factors	\N	\N
5255	Trends in Computer Algebra	Trends in Computer Algebra	\N	\N
5256	IBM Symposium: Data Base Systems	IBM Symposium: Data Base Systems	\N	\N
5257	Natural Language and Logic	Natural Language and Logic	\N	\N
5258	Programming Languages and Their Definition	Programming Languages and Their Definition	\N	\N
5259	Natural Language at the Computer	Natural Language at the Computer	\N	\N
5260	Wissensrepräsentation in Expertensystemen	Wissensrepräsentation in Expertensystemen	\N	\N
5261	OOIS	OOIS	\N	\N
5262	OOIS Workshops	OOIS Workshops	\N	\N
5263	Designing Effective and Usable Multimedia Systems	Designing Effective and Usable Multimedia Systems	\N	\N
5264	VaMoS	VaMoS	\N	\N
5265	Woman, Work and Computerization	Woman, Work and Computerization	\N	\N
5266	FUZZ-IEEE	FUZZ-IEEE	\N	\N
5267	JCAI	JCAI	\N	\N
5268	W4A	W4A	\N	\N
5269	SACMAT	SACMAT	\N	\N
5270	Baltic HLT	Baltic HLT	\N	\N
5271	Pascal - The Language and its Implementation	Pascal - The Language and its Implementation	\N	\N
5272	PASCAL	PASCAL	\N	\N
5273	ISMDA	ISMDA	\N	\N
5274	ISBMDA	ISBMDA	\N	\N
5275	WEIT	WEIT	\N	\N
5276	ISPEC	ISPEC	\N	\N
5277	WEIS	WEIS	\N	\N
5278	HotMobile	HotMobile	\N	\N
5279	WMCSA	WMCSA	\N	\N
5280	POLICY	POLICY	\N	\N
5281	Web Intelligence	Web Intelligence	\N	\N
5282	Workshop on Web-based Support Systems	Workshop on Web-based Support Systems	\N	\N
5283	CLEAR	CLEAR	\N	\N
5284	MMNS	MMNS	\N	\N
5285	CSEE	CSEE	\N	\N
5286	CSEE&T	CSEE&T	\N	\N
5287	SIGMETRICS	SIGMETRICS	\N	\N
5288	SIGMETRICS/Performance	SIGMETRICS/Performance	\N	\N
5289	Performance/SIGMETRICS Tutorials	Performance/SIGMETRICS Tutorials	\N	\N
5290	CODES+ISSS	CODES+ISSS	\N	\N
5291	CODES	CODES	\N	\N
5292	Kognitive Aspekte der Mensch-Computer-Interaktion	Kognitive Aspekte der Mensch-Computer-Interaktion	\N	\N
5293	PerCom Workshops	PerCom Workshops	\N	\N
5294	PerCom	PerCom	\N	\N
5295	ISECS	ISECS	\N	\N
5296	MMM (1)	MMM (1)	\N	\N
5297	MMM (2)	MMM (2)	\N	\N
5298	MMM	MMM	\N	\N
5299	NORMAS	NORMAS	\N	\N
5300	SenseCam	SenseCam	\N	\N
5301	FOGA	FOGA	\N	\N
5302	ISBAST	ISBAST	\N	\N
5303	IICS	IICS	\N	\N
5304	IEEE SCC	IEEE SCC	\N	\N
5305	IEEE SCW	IEEE SCW	\N	\N
5306	IEEE SCC (1)	IEEE SCC (1)	\N	\N
5307	IEEE SCC (2)	IEEE SCC (2)	\N	\N
5308	DS-5	DS-5	\N	\N
5309	IFIP Working Conference on Modelling in Data Base Management Systems	IFIP Working Conference on Modelling in Data Base Management Systems	\N	\N
5310	DS-6	DS-6	\N	\N
5311	DS-7	DS-7	\N	\N
5312	DS-9	DS-9	\N	\N
5313	IFIP Working Conference Data Base Management	IFIP Working Conference Data Base Management	\N	\N
5314	IFIP TC-2 Working Conference on Data Base Architecture	IFIP TC-2 Working Conference on Data Base Architecture	\N	\N
5315	DS-1	DS-1	\N	\N
5316	IFIP TC-2 Special Working Conference on Data Base Description	IFIP TC-2 Special Working Conference on Data Base Description	\N	\N
5317	DS-8	DS-8	\N	\N
5318	DS-2	DS-2	\N	\N
5319	DS-4	DS-4	\N	\N
5320	DS-3	DS-3	\N	\N
5321	UC	UC	\N	\N
5322	UCNC	UCNC	\N	\N
5323	ICCCS	ICCCS	\N	\N
5324	CSO	CSO	\N	\N
5325	CSO (2)	CSO (2)	\N	\N
5326	CSO (1)	CSO (1)	\N	\N
5327	MMCS	MMCS	\N	\N
5328	UNISCON	UNISCON	\N	\N
5329	ISTA	ISTA	\N	\N
5330	ACM DEV	ACM DEV	\N	\N
5331	ACM DEV (3)	ACM DEV (3)	\N	\N
5332	ACM DEV (4)	ACM DEV (4)	\N	\N
5333	LOFT	LOFT	\N	\N
5334	AWPN	AWPN	\N	\N
5335	AWIC	AWIC	\N	\N
5336	TQC	TQC	\N	\N
5337	TCQ	TCQ	\N	\N
5338	CIT (1)	CIT (1)	\N	\N
5339	CIT (2)	CIT (2)	\N	\N
5340	SPECOM	SPECOM	\N	\N
5341	Bonn Workshop of Combinatorial Optimization	Bonn Workshop of Combinatorial Optimization	\N	\N
5342	Systems Implementation 2000	Systems Implementation 2000	\N	\N
5343	Workshop Software Reengineering	Workshop Software Reengineering	\N	\N
5344	Cryptography: Policy and Algorithms	Cryptography: Policy and Algorithms	\N	\N
5345	BVAI	BVAI	\N	\N
5346	Net.ObjectDays	Net.ObjectDays	\N	\N
5347	NetObjectDays	NetObjectDays	\N	\N
5348	Web, Web-Services, and Database Systems	Web, Web-Services, and Database Systems	\N	\N
5349	Java-Informations-Tage	Java-Informations-Tage	\N	\N
5350	Agent Technologies, Infrastructures, Tools, and Applications for E-Services	Agent Technologies, Infrastructures, Tools, and Applications for E-Services	\N	\N
5351	VALUETOOLS	VALUETOOLS	\N	\N
5352	Web Engineering	Web Engineering	\N	\N
5353	ICON	ICON	\N	\N
5354	ASAP	ASAP	\N	\N
5355	PAAMS	PAAMS	\N	\N
5356	PAAMS (Special Sessions)	PAAMS (Special Sessions)	\N	\N
5357	PAAMS (Special Sessions and Workshops)	PAAMS (Special Sessions and Workshops)	\N	\N
5358	PAAMS (Workshops)	PAAMS (Workshops)	\N	\N
5359	MKWI	MKWI	\N	\N
5360	Multikonferenz Wirtschaftsinformatik	Multikonferenz Wirtschaftsinformatik	\N	\N
5361	Service Oriented Electronic Commerce	Service Oriented Electronic Commerce	\N	\N
5362	E-Business - Integration industriellerERP-Architekturen	E-Business - Integration industriellerERP-Architekturen	\N	\N
5363	MKWI (E-Business)	MKWI (E-Business)	\N	\N
5364	Mobile and Collaborative Business	Mobile and Collaborative Business	\N	\N
5365	Intelligente Systeme zur Entscheidungsunterstützung	Intelligente Systeme zur Entscheidungsunterstützung	\N	\N
5366	PAPM-PROBMIV	PAPM-PROBMIV	\N	\N
5367	Information Management in Computer Integrated Manufacturing	Information Management in Computer Integrated Manufacturing	\N	\N
5368	SIMPDA	SIMPDA	\N	\N
5369	SLSP	SLSP	\N	\N
5370	DCFS	DCFS	\N	\N
5371	IFIP CAI	IFIP CAI	\N	\N
5372	Symposium on Geometry Processing	Symposium on Geometry Processing	\N	\N
5373	ECCE	ECCE	\N	\N
5374	MEMICS	MEMICS	\N	\N
5375	MCSS	MCSS	\N	\N
5376	UDM	UDM	\N	\N
5377	PDC	PDC	\N	\N
5378	PDC (2)	PDC (2)	\N	\N
5379	PDC (1)	PDC (1)	\N	\N
5380	ACIS-ICIS	ACIS-ICIS	\N	\N
5381	SNPD	SNPD	\N	\N
5382	SNPD (2)	SNPD (2)	\N	\N
5383	SNPD (3)	SNPD (3)	\N	\N
5384	SNPD (1)	SNPD (1)	\N	\N
5385	SNPD (Selected Papers)	SNPD (Selected Papers)	\N	\N
5386	ACM SIGPLAN Workshop on Rule-Based Programming	ACM SIGPLAN Workshop on Rule-Based Programming	\N	\N
5387	INTEROP	INTEROP	\N	\N
5388	Java Card Workshop	Java Card Workshop	\N	\N
5389	BSDCon	BSDCon	\N	\N
5390	PRIMA Workshops	PRIMA Workshops	\N	\N
5391	E-Commerce Agents	E-Commerce Agents	\N	\N
5392	WSPI	WSPI	\N	\N
5393	ACAL	ACAL	\N	\N
5394	SWS	SWS	\N	\N
5395	IWEI	IWEI	\N	\N
5396	KPDAYS	KPDAYS	\N	\N
5397	DARS	DARS	\N	\N
5398	ISSSE	ISSSE	\N	\N
5399	The Disappearing Computer	The Disappearing Computer	\N	\N
5400	WBDB	WBDB	\N	\N
5401	IAS (1)	IAS (1)	\N	\N
5402	IAS (2)	IAS (2)	\N	\N
5403	AGDM	AGDM	\N	\N
5404	VLBV	VLBV	\N	\N
5405	CAL	CAL	\N	\N
5406	PSSS	PSSS	\N	\N
5407	ACM Conference on Computer and Communications Security	ACM Conference on Computer and Communications Security	\N	\N
5408	ASIACCS	ASIACCS	\N	\N
5409	FMSE	FMSE	\N	\N
5410	CCSW	CCSW	\N	\N
5411	CSAW	CSAW	\N	\N
5412	AISec	AISec	\N	\N
5413	STC	STC	\N	\N
5414	SPSM@CCS	SPSM@CCS	\N	\N
5415	QoP	QoP	\N	\N
5416	SEGS@CCS	SEGS@CCS	\N	\N
5417	AsiaPKC@AsiaCCS	AsiaPKC@AsiaCCS	\N	\N
5418	PETShop@CCS	PETShop@CCS	\N	\N
5419	CyCAR@CCS	CyCAR@CCS	\N	\N
5420	NDA	NDA	\N	\N
5421	VMSec	VMSec	\N	\N
5422	TrustED@CCS	TrustED@CCS	\N	\N
5423	Cryptographic Algorithms and their Uses	Cryptographic Algorithms and their Uses	\N	\N
5424	Color Imaging Conference	Color Imaging Conference	\N	\N
5425	ICSS	ICSS	\N	\N
5426	CISST	CISST	\N	\N
5427	AI in Structural Engineering	AI in Structural Engineering	\N	\N
5428	CAD	CAD	\N	\N
5429	CAD-Fachgespräch	CAD-Fachgespräch	\N	\N
5430	Rechnerunterstütztes Entwerfen und Konstruieren (CAD)	Rechnerunterstütztes Entwerfen und Konstruieren (CAD)	\N	\N
5431	Geometrisches Modellieren	Geometrisches Modellieren	\N	\N
5432	CAD Advanced Course	CAD Advanced Course	\N	\N
5433	ISPA	ISPA	\N	\N
5434	ISPA Workshops	ISPA Workshops	\N	\N
5435	Die unendliche Bibliothek	Die unendliche Bibliothek	\N	\N
5436	Computerlinguistik und ihre theoretischen Grundlagen	Computerlinguistik und ihre theoretischen Grundlagen	\N	\N
5437	Sprachverarbeitung in Information und Dokumentation	Sprachverarbeitung in Information und Dokumentation	\N	\N
5438	GIL Jahrestagung	GIL Jahrestagung	\N	\N
5439	Logic of Programs	Logic of Programs	\N	\N
5440	ICIRA (1)	ICIRA (1)	\N	\N
5441	ICIRA (2)	ICIRA (2)	\N	\N
5442	ICIRA (3)	ICIRA (3)	\N	\N
5443	ICIRA	ICIRA	\N	\N
5444	CSS	CSS	\N	\N
5445	LightSec	LightSec	\N	\N
5446	Xsym	Xsym	\N	\N
5447	S3	S3	\N	\N
5448	WACG	WACG	\N	\N
5449	DBPL	DBPL	\N	\N
5450	TFAIS	TFAIS	\N	\N
5451	Computers and Games	Computers and Games	\N	\N
5452	Parcella	Parcella	\N	\N
5453	Hypertext	Hypertext	\N	\N
5454	HT	HT	\N	\N
5455	MSM	MSM	\N	\N
5456	DOLAP	DOLAP	\N	\N
5457	IMTCI	IMTCI	\N	\N
5458	PADO	PADO	\N	\N
5459	IRAL	IRAL	\N	\N
5460	ACIVS	ACIVS	\N	\N
5461	ACIVS (2)	ACIVS (2)	\N	\N
5462	ACIVS (1)	ACIVS (1)	\N	\N
5463	RFIDSec	RFIDSec	\N	\N
5464	APAQS	APAQS	\N	\N
5465	EPOS	EPOS	\N	\N
5466	EDM	EDM	\N	\N
5467	MSEPT	MSEPT	\N	\N
5468	Multimedia Information Retrieval	Multimedia Information Retrieval	\N	\N
5469	ICMR	ICMR	\N	\N
5470	MIE	MIE	\N	\N
5471	ISSS/BPSC	ISSS/BPSC	\N	\N
5472	BPSC	BPSC	\N	\N
5473	CIMCA/IAWTIC	CIMCA/IAWTIC	\N	\N
5474	CIMCA/IAWTIC/ISE	CIMCA/IAWTIC/ISE	\N	\N
5475	QSHINE	QSHINE	\N	\N
5476	ANNPR	ANNPR	\N	\N
5477	MMSP	MMSP	\N	\N
5478	EWSA	EWSA	\N	\N
5479	ECSCW	ECSCW	\N	\N
5480	MoRoCo@ECSCW	MoRoCo@ECSCW	\N	\N
5481	FUSION	FUSION	\N	\N
5482	IWFM	IWFM	\N	\N
5483	SIES	SIES	\N	\N
5484	SCIE	SCIE	\N	\N
5485	CSEIA	CSEIA	\N	\N
5486	Koli Calling	Koli Calling	\N	\N
5487	SmartGridComm	SmartGridComm	\N	\N
5488	SIMULTECH	SIMULTECH	\N	\N
5489	SIMULTECH (Selected Papers)	SIMULTECH (Selected Papers)	\N	\N
5490	DIR	DIR	\N	\N
5491	ISMB	ISMB	\N	\N
5492	ISMB/ECCB (Supplement of Bioinformatics)	ISMB/ECCB (Supplement of Bioinformatics)	\N	\N
5493	ISMB (Supplement of Bioinformatics)	ISMB (Supplement of Bioinformatics)	\N	\N
5494	Robotics: Science and Systems	Robotics: Science and Systems	\N	\N
5495	MFCS	MFCS	\N	\N
5496	MFCS Workshop on Grammar Systems	MFCS Workshop on Grammar Systems	\N	\N
5497	CIIA	CIIA	\N	\N
5498	Problems and Methodologies in Mathematical Software Production	Problems and Methodologies in Mathematical Software Production	\N	\N
5499	Software Audit and Metrics	Software Audit and Metrics	\N	\N
5500	MobiSys	MobiSys	\N	\N
5501	Vehicular Ad Hoc Networks	Vehicular Ad Hoc Networks	\N	\N
5502	MobiVirt	MobiVirt	\N	\N
5503	HealthNet	HealthNet	\N	\N
5504	STeP	STeP	\N	\N
5505	TCGOV	TCGOV	\N	\N
5506	AACC	AACC	\N	\N
5507	FSKD (2)	FSKD (2)	\N	\N
5508	FSKD	FSKD	\N	\N
5509	FSKD (4)	FSKD (4)	\N	\N
5510	FSKD (1)	FSKD (1)	\N	\N
5511	FSKD (6)	FSKD (6)	\N	\N
5512	FSKD (3)	FSKD (3)	\N	\N
5513	FSKD (5)	FSKD (5)	\N	\N
5514	KSEM	KSEM	\N	\N
5515	UbiComp	UbiComp	\N	\N
5516	UbiComp (Adjunct Publication)	UbiComp (Adjunct Publication)	\N	\N
5517	UbiComp (Adjunct Papers)	UbiComp (Adjunct Papers)	\N	\N
5518	HUC	HUC	\N	\N
5519	MELT	MELT	\N	\N
5520	MobiWIS	MobiWIS	\N	\N
5521	SLSFS	SLSFS	\N	\N
5522	RiTA	RiTA	\N	\N
5523	QoSA	QoSA	\N	\N
5524	QoSA/ISARCS	QoSA/ISARCS	\N	\N
5525	MMAR	MMAR	\N	\N
5526	Banff Higher Order Workshop	Banff Higher Order Workshop	\N	\N
5527	ProvSec	ProvSec	\N	\N
5528	Wirtschaftsinformatik (2)	Wirtschaftsinformatik (2)	\N	\N
5529	Wirtschaftsinformatik (1)	Wirtschaftsinformatik (1)	\N	\N
5530	Wirtschaftsinformatik	Wirtschaftsinformatik	\N	\N
5531	Evolution and Biocomputation	Evolution and Biocomputation	\N	\N
5532	Geometric Modelling	Geometric Modelling	\N	\N
5533	FSTTCS	FSTTCS	\N	\N
5534	AVSS	AVSS	\N	\N
5535	ETVC	ETVC	\N	\N
5536	FLAIRS Conference	FLAIRS Conference	\N	\N
5537	LADS	LADS	\N	\N
5538	XIME-P	XIME-P	\N	\N
5539	ECOOP	ECOOP	\N	\N
5540	RAM-SE	RAM-SE	\N	\N
5541	WRT	WRT	\N	\N
5542	SESoS	SESoS	\N	\N
5543	OSDI	OSDI	\N	\N
5544	HotPower	HotPower	\N	\N
5545	SysML	SysML	\N	\N
5546	WASL	WASL	\N	\N
5547	Workshop on I/O Virtualization	Workshop on I/O Virtualization	\N	\N
5548	CASE	CASE	\N	\N
5549	IHI	IHI	\N	\N
5550	Conference on Analysis of Neural Network Applications	Conference on Analysis of Neural Network Applications	\N	\N
5551	WIRN	WIRN	\N	\N
5552	WIRN/NAIS	WIRN/NAIS	\N	\N
5553	WiFlex	WiFlex	\N	\N
5554	Semantics of Data Types	Semantics of Data Types	\N	\N
5555	ENC	ENC	\N	\N
5556	Human Vision and Electronic Imaging	Human Vision and Electronic Imaging	\N	\N
5557	POST	POST	\N	\N
5558	SERE	SERE	\N	\N
5559	SSIRI	SSIRI	\N	\N
5560	SSIRI (Companion)	SSIRI (Companion)	\N	\N
5561	SERE (Companion)	SERE (Companion)	\N	\N
5562	SCIA	SCIA	\N	\N
5563	IMDM	IMDM	\N	\N
5564	WG	WG	\N	\N
5565	EASE	EASE	\N	\N
5566	ETRA	ETRA	\N	\N
5567	CONIELECOMP	CONIELECOMP	\N	\N
5568	ROBOCOMM	ROBOCOMM	\N	\N
5569	ASMTA	ASMTA	\N	\N
5570	IS&N	IS&N	\N	\N
5571	IWUC	IWUC	\N	\N
5572	AISTATS	AISTATS	\N	\N
5573	ESIAT (2)	ESIAT (2)	\N	\N
5574	ESIAT (1)	ESIAT (1)	\N	\N
5575	CogART	CogART	\N	\N
5576	ISOOMS	ISOOMS	\N	\N
5577	iTrust	iTrust	\N	\N
5578	ModelAge Workshop	ModelAge Workshop	\N	\N
5579	ISIPS	ISIPS	\N	\N
5580	LASER Summer School	LASER Summer School	\N	\N
5581	RTSS	RTSS	\N	\N
5582	REACTION	REACTION	\N	\N
5583	Reading and Learning	Reading and Learning	\N	\N
5584	IWQoS	IWQoS	\N	\N
5585	USENIX Workshop on Microkernels and Other Kernel Architectures	USENIX Workshop on Microkernels and Other Kernel Architectures	\N	\N
5586	USENIX Microkernels and Other Kernel Architectures Symposium	USENIX Microkernels and Other Kernel Architectures Symposium	\N	\N
5587	SAGT	SAGT	\N	\N
5588	POSTA	POSTA	\N	\N
5589	AWOC	AWOC	\N	\N
5590	Aegean Workshop on Computing	Aegean Workshop on Computing	\N	\N
5591	ISM	ISM	\N	\N
5592	AIS-ADM	AIS-ADM	\N	\N
5593	Asian Test Symposium	Asian Test Symposium	\N	\N
5594	iNetSeC	iNetSeC	\N	\N
5595	HOA	HOA	\N	\N
5596	VIETCRYPT	VIETCRYPT	\N	\N
5597	IWIPS	IWIPS	\N	\N
5598	WISI	WISI	\N	\N
5599	NOMS	NOMS	\N	\N
5600	NOMS (1)	NOMS (1)	\N	\N
5601	NOMS (2)	NOMS (2)	\N	\N
5602	CIARP	CIARP	\N	\N
5603	CIARP (2)	CIARP (2)	\N	\N
5604	CIARP (1)	CIARP (1)	\N	\N
5605	Deterministic and Statistical Methods in Machine Learning	Deterministic and Statistical Methods in Machine Learning	\N	\N
5606	IberSPEECH	IberSPEECH	\N	\N
5607	CIVR	CIVR	\N	\N
5608	ACiD	ACiD	\N	\N
5609	The Logic of Theory Change	The Logic of Theory Change	\N	\N
5610	AISM	AISM	\N	\N
5611	ISITA	ISITA	\N	\N
5612	FSE	FSE	\N	\N
5613	ARES	ARES	\N	\N
5614	ACHI	ACHI	\N	\N
5615	Property Testing	Property Testing	\N	\N
5616	VLSM	VLSM	\N	\N
5617	ANTS Workshop	ANTS Workshop	\N	\N
5618	WSBI	WSBI	\N	\N
5619	FKBI	FKBI	\N	\N
5620	ICCSA Workshops	ICCSA Workshops	\N	\N
5621	ICCSA (4)	ICCSA (4)	\N	\N
5622	ICCSA (3)	ICCSA (3)	\N	\N
5623	ICCSA (2)	ICCSA (2)	\N	\N
5624	ICCSA (1)	ICCSA (1)	\N	\N
5625	ICCSA (5)	ICCSA (5)	\N	\N
